,open,high,low,close,datetime
90,1.25845,1.25987,1.25845,1.25954,2023.09.04 00:00
91,1.25845,1.26022,1.25845,1.26022,2023.09.04 00:00
92,1.25845,1.26022,1.25845,1.26005,2023.09.04 00:00
93,1.25845,1.26073,1.25845,1.26073,2023.09.04 00:00
94,1.25845,1.26073,1.25845,1.26039,2023.09.04 00:00
95,1.25845,1.26073,1.25845,1.26056,2023.09.04 00:00
96,1.25845,1.26073,1.25845,1.26005,2023.09.04 00:00
97,1.25845,1.26073,1.25845,1.26072,2023.09.04 00:00
98,1.25845,1.26073,1.25845,1.26073,2023.09.04 00:00
99,1.25845,1.2608,1.25845,1.2608,2023.09.04 00:00
100,1.25845,1.26106,1.25845,1.26106,2023.09.04 00:00
101,1.25845,1.26106,1.25845,1.26054,2023.09.04 00:00
102,1.25845,1.26183,1.25845,1.26183,2023.09.04 00:00
103,1.25845,1.26183,1.25845,1.26157,2023.09.04 00:00
104,1.25845,1.26261,1.25845,1.26261,2023.09.04 00:00
105,1.25845,1.26261,1.25845,1.26235,2023.09.04 00:00
106,1.25845,1.26338,1.25845,1.26338,2023.09.04 00:00
107,1.25845,1.26338,1.25845,1.26286,2023.09.04 00:00
108,1.25845,1.26338,1.25845,1.26312,2023.09.04 00:00
109,1.25845,1.26338,1.25845,1.26235,2023.09.04 00:00
110,1.25845,1.26338,1.25845,1.26322,2023.09.04 00:00
111,1.25845,1.26338,1.25845,1.26323,2023.09.04 00:00
112,1.25845,1.26406,1.25845,1.26406,2023.09.04 00:00
113,1.25845,1.26406,1.25845,1.26386,2023.09.04 00:00
114,1.25845,1.26425,1.25845,1.26425,2023.09.04 00:00
115,1.25845,1.26425,1.25845,1.26348,2023.09.04 00:00
116,1.25845,1.26425,1.25845,1.26367,2023.09.04 00:00
117,1.25845,1.26425,1.25845,1.2629,2023.09.04 00:00
118,1.25845,1.26425,1.25845,1.26309,2023.09.04 00:00
119,1.25845,1.26425,1.25845,1.26213,2023.09.04 00:00
120,1.25845,1.26425,1.25845,1.26252,2023.09.04 00:00
121,1.25845,1.26425,1.25845,1.26232,2023.09.04 00:00
122,1.25845,1.26425,1.25845,1.2629,2023.09.04 00:00
123,1.25845,1.26425,1.25845,1.26254,2023.09.04 00:00
124,1.25845,1.26425,1.25845,1.26255,2023.09.04 00:00
125,1.25845,1.26425,1.25845,1.26171,2023.09.04 00:00
126,1.25845,1.26425,1.25845,1.26193,2023.09.04 00:00
127,1.25845,1.26425,1.25845,1.26149,2023.09.04 00:00
128,1.25845,1.26425,1.25845,1.2626,2023.09.04 00:00
129,1.25845,1.26425,1.25845,1.26238,2023.09.04 00:00
130,1.25845,1.26425,1.25845,1.26326,2023.09.04 00:00
131,1.25845,1.26425,1.25845,1.26304,2023.09.04 00:00
132,1.25845,1.26425,1.25845,1.26393,2023.09.04 00:00
133,1.25845,1.26425,1.25845,1.26349,2023.09.04 00:00
134,1.25845,1.26425,1.25845,1.26371,2023.09.04 00:00
135,1.25845,1.26425,1.25845,1.26304,2023.09.04 00:00
136,1.25845,1.26425,1.25845,1.26284,2023.09.04 00:00
137,1.25845,1.26425,1.25845,1.26285,2023.09.04 00:00
138,1.25845,1.26425,1.25845,1.26317,2023.09.04 00:00
139,1.25845,1.26425,1.25845,1.26306,2023.09.04 00:00
140,1.25845,1.26425,1.25845,1.26328,2023.09.04 00:00
141,1.25845,1.26425,1.25845,1.26285,2023.09.04 00:00
142,1.25845,1.26425,1.25845,1.26296,2023.09.04 00:00
143,1.25845,1.26425,1.25845,1.26252,2023.09.04 00:00
144,1.25845,1.26425,1.25845,1.26263,2023.09.04 00:00
145,1.25845,1.26425,1.25845,1.26209,2023.09.04 00:00
146,1.26209,1.26209,1.26209,1.26209,2023.09.05 00:00
147,1.26209,1.26209,1.26151,1.26151,2023.09.05 00:00
148,1.26209,1.26209,1.26151,1.26167,2023.09.05 00:00
149,1.26209,1.26209,1.26136,1.26136,2023.09.05 00:00
150,1.26209,1.26213,1.26136,1.26213,2023.09.05 00:00
151,1.26209,1.26213,1.26136,1.26197,2023.09.05 00:00
152,1.26209,1.26259,1.26136,1.26259,2023.09.05 00:00
153,1.26209,1.26259,1.26136,1.26244,2023.09.05 00:00
154,1.26209,1.26305,1.26136,1.26305,2023.09.05 00:00
155,1.26209,1.26305,1.26136,1.26274,2023.09.05 00:00
156,1.26209,1.26305,1.26136,1.2629,2023.09.05 00:00
157,1.26209,1.26305,1.26136,1.26244,2023.09.05 00:00
158,1.26209,1.26305,1.26136,1.26298,2023.09.05 00:00
159,1.26209,1.26305,1.26136,1.26299,2023.09.05 00:00
160,1.26209,1.26305,1.26136,1.26282,2023.09.05 00:00
161,1.26209,1.26317,1.26136,1.26317,2023.09.05 00:00
162,1.26209,1.26317,1.26136,1.26247,2023.09.05 00:00
163,1.26209,1.26317,1.26136,1.26264,2023.09.05 00:00
164,1.26209,1.26317,1.26136,1.26194,2023.09.05 00:00
165,1.26209,1.26317,1.26136,1.26212,2023.09.05 00:00
166,1.26209,1.26317,1.26124,1.26124,2023.09.05 00:00
167,1.26209,1.26317,1.26124,1.26159,2023.09.05 00:00
168,1.26209,1.26317,1.26124,1.26142,2023.09.05 00:00
169,1.26209,1.26317,1.26124,1.26194,2023.09.05 00:00
170,1.26209,1.26317,1.26124,1.26258,2023.09.05 00:00
171,1.26209,1.26317,1.26124,1.26259,2023.09.05 00:00
172,1.26209,1.26317,1.26124,1.2619,2023.09.05 00:00
173,1.26209,1.26317,1.26099,1.26099,2023.09.05 00:00
174,1.26209,1.26317,1.26099,1.26281,2023.09.05 00:00
175,1.26209,1.26317,1.25917,1.25917,2023.09.05 00:00
176,1.26209,1.26317,1.25917,1.26008,2023.09.05 00:00
177,1.26209,1.26317,1.25645,1.25645,2023.09.05 00:00
178,1.26209,1.26317,1.25645,1.25736,2023.09.05 00:00
179,1.26209,1.26317,1.25281,1.25281,2023.09.05 00:00
180,1.26209,1.26317,1.25281,1.25463,2023.09.05 00:00
181,1.26209,1.26317,1.25281,1.25372,2023.09.05 00:00
182,1.26209,1.26317,1.25281,1.25645,2023.09.05 00:00
183,1.26209,1.26317,1.25281,1.25348,2023.09.05 00:00
184,1.26209,1.26317,1.25281,1.25346,2023.09.05 00:00
185,1.26209,1.26317,1.25281,1.25369,2023.09.05 00:00
186,1.26209,1.26317,1.25281,1.25411,2023.09.05 00:00
187,1.26209,1.26317,1.25281,1.25328,2023.09.05 00:00
188,1.26209,1.26317,1.25281,1.25535,2023.09.05 00:00
189,1.26209,1.26317,1.25281,1.25493,2023.09.05 00:00
190,1.26209,1.26317,1.25281,1.25659,2023.09.05 00:00
191,1.26209,1.26317,1.25281,1.25618,2023.09.05 00:00
192,1.26209,1.26317,1.25281,1.25783,2023.09.05 00:00
193,1.26209,1.26317,1.25281,1.257,2023.09.05 00:00
194,1.26209,1.26317,1.25281,1.25742,2023.09.05 00:00
195,1.26209,1.26317,1.25281,1.25618,2023.09.05 00:00
196,1.26209,1.26317,1.25281,1.2576,2023.09.05 00:00
197,1.26209,1.26317,1.25281,1.25765,2023.09.05 00:00
198,1.26209,1.26317,1.25281,1.25505,2023.09.05 00:00
199,1.26209,1.26317,1.25281,1.25542,2023.09.05 00:00
200,1.26209,1.26317,1.25281,1.25469,2023.09.05 00:00
201,1.26209,1.26317,1.25281,1.2565,2023.09.05 00:00
202,1.26209,1.26317,1.25281,1.25614,2023.09.05 00:00
203,1.26209,1.26317,1.25281,1.25759,2023.09.05 00:00
204,1.26209,1.26317,1.25281,1.25723,2023.09.05 00:00
205,1.26209,1.26317,1.25281,1.25868,2023.09.05 00:00
206,1.26209,1.26317,1.25281,1.25795,2023.09.05 00:00
207,1.26209,1.26317,1.25281,1.25832,2023.09.05 00:00
208,1.26209,1.26317,1.25281,1.25723,2023.09.05 00:00
209,1.26209,1.26317,1.25281,1.25767,2023.09.05 00:00
210,1.26209,1.26317,1.25281,1.25783,2023.09.05 00:00
211,1.26209,1.26317,1.25281,1.25763,2023.09.05 00:00
212,1.26209,1.26317,1.25281,1.25803,2023.09.05 00:00
213,1.26209,1.26317,1.25281,1.25723,2023.09.05 00:00
214,1.26209,1.26317,1.25281,1.25743,2023.09.05 00:00
215,1.26209,1.26317,1.25281,1.25664,2023.09.05 00:00
216,1.26209,1.26317,1.25281,1.25684,2023.09.05 00:00
217,1.26209,1.26317,1.25281,1.25584,2023.09.05 00:00
218,1.26209,1.26317,1.25281,1.25624,2023.09.05 00:00
219,1.26209,1.26317,1.25281,1.25604,2023.09.05 00:00
220,1.26209,1.26317,1.25281,1.25664,2023.09.05 00:00
221,1.26209,1.26317,1.25281,1.25632,2023.09.05 00:00
